Tombo;local_num;Localidade;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
33545;;Parana;8;14;11;10;8;14;242;NA;4;45;8;2;14;19;7;13;79;21;16;8;NA;0;1;1;2;0;0;2;0
33550;;Parana;9;17;12;12;8;16;282;5;5;44;12;3;14;21;7;12;83;20;16;8;NA;0;1;1;2;0;0;1;0
33558;;Parana;8;15;9;10;10;13;NA;NA;NA;NA;NA;2;14;20;4;12;NA;21;14;7;NA;0;1;1;2;0;0;1;0
33536;;Parana;8;15;10;10;8;12;247;NA;NA;41;12;3;14;21;7;11;67;19;13;NA;NA;0;1;0;0;0;0;1;NA
37115;;Parana;9;15;11;9;8;15;278;NA;NA;42;9;2;14;20;8;13;79;21;16;6;NA;0;1;1;0;0;0;0;NA
37111;;Parana;8;15;12;10;10;17;257;7;4;43;11;3;14;22;6;13;84;20;15;8;14;0;1;1;2;0;0;0;0
37132;;Parana;8;15;11;10;8;14;240;NA;NA;41;7;4;15;19;7;12;86;21;15;NA;NA;0;1;1;0;0;0;0;NA
37098;;Parana;8;14;10;8;8;13;238;NA;NA;41;8;4;14;21;6;11;80;20;15;NA;NA;0;1;1;0;1;0;1;NA
33551;;Parana;8;15;9;10;8;15;257;NA;NA;44;12;2;14;21;7;11;81;23;15;NA;NA;0;1;0;2;0;0;1;NA
37118;;Parana;7;14;10;10;9;15;275;7;5;46;9;3;14;21;7;12;82;19;15;6;NA;0;1;1;2;0;0;1;0
37089;;Parana;8;13;14;10;8;16;258;5;4;40;9;4;14;20;7;11;76;19;14;7;NA;0;1;0;2;0;0;0;0
33563;;Parana;8;16;10;10;8;14;260;10;3;43;9;3;14;21;5;11;73;17;14;7;NA;0;1;0;2;0;0;1;0
37086;;Parana;7;15;11;9;8;15;272;NA;NA;41;8;3;14;NA;8;13;NA;18;16;NA;NA;0;1;1;0;0;0;0;NA
33568;;Parana;8;14;11;10;10;15;264;NA;NA;43;9;4;14;22;5;12;78;20;14;NA;NA;0;1;1;2;1;0;1;NA
37103;;Parana;7;13;10;10;9;12;254;NA;NA;43;0;0;14;19;8;13;78;20;15;NA;NA;0;1;0;2;0;0;0;NA
37096;;Parana;8;14;10;10;9;16;NA;5;5;NA;11;5;14;NA;5;12;79;20;16;8;15;0;1;1;2;0;0;0;0
37114;;Parana;9;14;9;10;8;13;NA;7;5;40;9;5;14;21;6;12;82;19;14;8;NA;0;1;0;2;0;0;0;0
33559;;Parana;8;14;10;10;8;12;263;NA;NA;47;11;3;13;22;5;12;79;20;16;NA;NA;0;1;1;0;0;0;1;NA
37109;;Parana;8;15;11;9;8;14;234;5;5;41;9;3;14;22;8;12;73;19;16;8;NA;0;1;0;2;0;0;0;0
37121;;Parana;8;17;11;10;9;16;263;NA;NA;41;11;3;14;21;7;13;81;20;16;NA;NA;0;1;1;0;0;0;0;NA
37094;;Parana;7;15;10;10;9;16;253;6;3;45;10;4;14;19;7;13;82;20;17;10;NA;0;1;1;0;0;0;0;0
37091;;Parana;8;15;9;10;10;16;235;NA;4;42;10;4;14;NA;7;12;NA;NA;16;7;NA;0;1;1;2;0;0;1;0
37104;;Parana;8;15;10;10;8;15;252;NA;4;41;9;4;14;21;5;13;86;19;17;9;NA;0;1;1;0;0;0;0;0
33547;;Parana;8;14;10;10;8;15;245;7;4;40;10;4;14;21;5;11;86;19;16;7;12;0;1;1;2;0;0;0;0
33564;;Parana;9;14;12;10;10;16;246;6;5;42;10;4;14;NA;7;12;NA;NA;15;7;NA;0;1;1;2;0;0;1;0
33572;;Parana;8;14;10;10;10;15;254;NA;NA;41;6;2;14;21;7;13;87;20;16;NA;NA;0;1;1;2;1;0;2;NA
37095;;Parana;8;14;9;10;8;16;224;6;4;42;7;2;12;20;8;12;82;19;15;11;NA;0;1;1;0;0;0;1;0
37130;;Parana;8;15;9;10;8;14;NA;NA;5;NA;NA;NA;NA;20;7;12;NA;20;16;7;NA;0;1;0;2;0;0;0;0
37120;;Parana;7;16;12;10;8;14;256;8;4;45;10;4;14;19;8;13;73;20;15;7;NA;0;1;1;0;0;0;1;0
37124;;Parana;7;15;9;10;8;16;NA;NA;NA;NA;10;4;14;20;5;12;81;19;16;NA;NA;0;1;1;0;0;0;1;NA
37131;;Parana;8;14;10;10;10;16;NA;7;3;43;9;4;14;21;7;12;73;21;14;9;NA;0;1;0;2;0;0;0;0
37100;;Parana;7;14;10;9;8;14;234;5;4;44;13;4;14;20;8;13;76;21;16;11;NA;0;1;1;2;1;0;0;0
33576;;Parana;9;14;10;10;8;15;246;NA;NA;39;8;2;14;21;5;NA;85;20;16;NA;NA;1;1;1;2;0;0;1;0
37087;;Parana;8;15;11;10;8;16;253;7;5;43;11;4;14;20;7;12;75;21;17;7;NA;0;1;1;2;0;0;0;0
37112;;Parana;7;15;10;10;9;14;237;NA;NA;46;12;4;16;21;5;12;79;21;15;8;NA;0;1;1;2;0;0;0;0
37117;;Parana;8;14;11;10;8;14;238;8;5;41;8;2;14;19;6;11;74;21;15;8;NA;0;1;1;0;0;0;1;0
37108;;Parana;8;14;10;10;9;14;250;8;5;40;11;4;14;19;7;12;73;20;14;6;16;0;1;0;0;0;0;1;0
33567;;Parana;9;15;10;10;9;14;259;8;5;46;11;2;14;22;6;12;76;19;15;8;NA;0;1;0;0;0;0;1;0
37085;;Parana;8;16;10;10;10;14;244;7;5;41;10;2;14;22;9;13;76;20;15;8;14;0;1;1;0;0;0;1;0
37119;;Parana;7;15;12;11;10;13;NA;NA;NA;NA;0;0;14;20;7;12;NA;20;15;11;NA;0;1;0;0;0;1;2;NA
33575;;Parana;8;15;10;11;10;14;253;7;6;41;11;4;14;21;6;12;79;19;15;8;14;0;1;0;2;0;0;1;0
37127;;Parana;7;15;10;10;10;NA;236;NA;NA;NA;7;2;14;21;7;12;75;19;15;NA;NA;0;1;1;0;0;0;1;NA
37106;;Parana;9;14;12;10;10;16;233;NA;6;37;11;3;14;20;5;12;77;20;16;6;NA;0;1;0;0;0;0;1;0
37092;;Parana;7;14;12;10;10;14;235;6;3;40;6;2;13;21;6;12;76;19;15;6;NA;0;1;1;2;0;0;1;0
33580;;Parana;7;14;10;10;8;13;251;NA;NA;43;13;4;14;21;7;12;76;20;16;NA;NA;0;1;1;2;0;0;1;NA
37110;;Parana;8;14;10;9;8;14;231;8;4;42;9;3;14;19;5;13;78;19;17;6;NA;0;1;1;2;0;0;1;0
37122;;Parana;8;16;10;10;8;15;NA;NA;NA;NA;NA;NA;14;19;8;11;69;19;15;7;NA;0;1;0;0;0;0;1;0
33557;;Parana;8;14;10;10;10;15;263;NA;5;38;6;2;14;19;7;13;76;19;17;9;NA;1;1;1;2;0;0;1;NA
37105;;Parana;9;16;11;10;8;13;258;NA;NA;41;8;4;14;21;7;12;75;20;14;NA;NA;0;1;1;0;0;0;1;NA
37113;;Parana;7;16;10;10;10;16;258;NA;NA;41;11;4;14;19;7;12;80;19;14;7;NA;0;1;0;0;0;0;1;NA
37107;;Parana;7;15;10;10;9;15;237;NA;NA;44;12;2;14;21;5;12;74;21;16;8;NA;0;1;1;0;0;0;1;NA
33577;;Parana;7;15;10;10;10;15;239;NA;NA;43;9;3;14;22;5;12;78;20;14;11;NA;0;1;1;2;1;0;1;NA
37138;;Parana;8;15;10;10;10;16;227;6;6;42;11;5;14;20;6;11;78;21;14;6;12;0;1;1;0;0;0;0;0
37129;;Parana;7;15;10;10;8;14;237;NA;NA;42;8;2;14;20;7;12;79;20;14;NA;NA;0;1;1;2;0;0;1;NA
37097;;Parana;7;16;9;10;8;16;229;NA;6;42;7;2;14;20;6;13;76;19;14;7;NA;0;1;1;2;0;0;1;0
37133;;Parana;8;15;10;10;8;15;NA;NA;NA;NA;NA;NA;14;NA;6;12;NA;21;15;NA;NA;0;1;0;0;0;0;0;NA
37137;;Parana;7;15;10;10;9;14;228;NA;NA;38;12;5;13;19;7;12;76;19;14;8;NA;0;1;0;2;0;0;0;0
37135;;Parana;7;13;10;9;8;14;221;7;3;44;12;5;14;20;6;14;72;19;15;8;NA;0;1;0;2;0;0;0;0
37099;;Parana;7;14;11;10;9;15;245;NA;NA;45;11;4;14;20;6;12;78;20;15;NA;NA;0;1;1;0;0;0;1;NA
37134;;Parana;8;16;12;10;8;14;NA;NA;NA;NA;NA;5;14;21;6;12;NA;21;16;NA;NA;0;1;1;2;0;0;0;NA
33582;;Parana;7;15;12;9;8;14;NA;NA;NA;42;12;5;14;NA;6;11;NA;20;14;NA;NA;0;1;0;2;1;0;0;NA
37136;;Parana;7;14;10;10;9;14;236;6;3;43;12;5;NA;20;6;13;71;21;16;7;NA;0;1;0;2;1;0;0;0
37101;;Parana;7;15;10;8;8;14;NA;NA;NA;NA;NA;NA;NA;NA;7;12;78;19;14;NA;NA;0;1;1;2;0;0;0;NA
33579;;Parana;7;13;10;9;8;14;222;3;3;42;12;4;14;20;7;15;72;21;16;10;15;0;1;0;2;1;0;0;0
37102;;Parana;7;15;9;10;8;14;221;NA;5;42;10;5;14;19;7;12;75;19;14;8;NA;0;1;0;2;0;0;0;0
33573;;Parana;8;14;11;9;8;15;NA;NA;NA;NA;NA;3;14;20;9;12;NA;NA;16;NA;NA;0;1;0;2;0;0;1;NA
893;;Pirenopolis;8;18;12;14;10;17;263;NA;NA;30;11;3;12;21;6;13;86;21;17;6;NA;1;2;0;0;0;0;0;0
87;;Pirenopolis;8;16;12;11;10;17;251;6;6;30;10;4;9;20;4;13;85;20;16;6;NA;1;1;1;0;0;0;0;0
11080;;Pirenopolis;9;18;11;12;10;16;256;NA;NA;30;10;5;12;19;5;12;82;20;17;NA;NA;1;2;1;2;1;0;0;NA
39806;;Pirenopolis;9;16;12;10;10;14;254;7;4;29;12;5;12;19;3;12;84;20;16;7;NA;0;1;1;0;0;0;0;0
90;;Pirenopolis;8;14;12;11;10;16;254;4;5;34;9;2;12;20;3;13;82;20;17;8;16;0;1;0;0;0;0;0;0
34684;;Pirenopolis;9;13;12;11;10;16;271;5;5;32;11;5;12;20;4;12;84;20;16;7;NA;0;1;0;2;0;0;0;0
312;;Pirenopolis;8;16;11;10;10;16;244;5;4;30;12;4;12;19;2;13;82;20;16;5;NA;0;1;1;0;1;0;0;0
386;;Pirenopolis;8;14;10;11;10;16;243;6;4;26;10;5;12;20;4;12;79;22;16;5;NA;1;2;0;0;1;0;0;0
391;;Pirenopolis;8;17;11;12;10;16;NA;NA;NA;NA;12;NA;NA;NA;4;15;82;21;19;NA;NA;0;2;0;0;0;0;0;NA
92;;Pirenopolis;10;15;12;12;9;16;232;4;4;28;9;4;12;21;5;12;82;21;15;6;NA;0;2;0;2;0;0;0;0
299;;Pirenopolis;8;14;11;10;9;15;270;5;4;29;12;4;13;21;5;12;82;20;17;8;16;0;2;0;0;1;0;0;0
377;;Pirenopolis;10;17;10;11;10;16;237;NA;3;28;10;3;12;19;6;14;83;20;16;7;NA;0;2;1;0;0;0;0;0
34682;;Pirenopolis;10;14;13;11;10;15;251;NA;6;28;11;4;12;19;3;13;83;21;16;5;NA;0;2;0;2;0;0;0;0
293;;Pirenopolis;8;14;10;12;10;16;241;NA;3;30;8;3;12;20;7;14;82;20;17;5;NA;0;1;1;0;0;0;1;0
91;;Pirenopolis;9;15;11;13;9;17;233;5;5;31;10;4;12;21;5;12;83;20;15;5;NA;1;1;0;0;0;0;0;0
94;;Pirenopolis;9;17;12;12;8;15;241;NA;4;25;9;4;12;22;5;13;83;19;17;7;NA;1;2;0;2;0;0;0;0
88;;Pirenopolis;9;16;12;12;9;15;242;NA;NA;32;9;3;12;19;3;12;85;21;17;6;NA;1;2;1;0;0;0;0;0
385;;Pirenopolis;8;16;13;11;11;16;243;NA;NA;38;11;4;12;20;3;12;71;20;16;8;NA;0;2;0;0;1;0;0;0
86;;Pirenopolis;9;16;12;12;10;14;235;8;4;36;10;4;12;21;3;12;80;20;17;6;NA;0;2;1;2;0;0;0;0
34681;;Pirenopolis;9;15;11;12;8;15;263;3;3;38;10;4;12;21;4;12;85;20;18;8;NA;1;1;0;0;0;0;0;0
297;;Pirenopolis;8;16;11;10;10;16;267;5;5;36;11;4;12;18;4;12;84;20;17;5;NA;0;1;1;0;0;0;0;0
39924;;Pirenopolis;8;16;13;12;10;16;269;NA;NA;NA;NA;NA;NA;NA;4;12;83;20;15;7;NA;1;2;0;0;0;0;0;NA
9497;;Pirenopolis;8;14;12;12;10;15;253;NA;NA;22;10;5;12;21;5;12;79;21;16;NA;NA;1;2;1;0;0;0;0;NA
34683;;Pirenopolis;8;17;12;11;10;16;261;NA;NA;28;11;4;14;20;6;13;83;21;16;NA;NA;1;2;0;0;0;0;0;NA
39851;;Pirenopolis;9;15;11;10;8;15;275;6;6;42;12;4;13;21;4;13;84;19;17;7;NA;1;2;0;0;0;0;0;0
372;;Pirenopolis;8;17;11;11;10;17;250;NA;NA;34;11;4;12;22;6;13;84;20;18;7;NA;1;2;0;2;0;0;0;0
296;;Pirenopolis;8;18;13;12;10;18;260;3;3;27;8;2;13;20;4;14;80;20;16;6;NA;0;2;0;2;0;0;1;0
375;;Pirenopolis;8;15;12;12;10;16;241;3;3;25;12;4;12;20;6;12;83;19;17;6;NA;1;2;0;0;0;0;0;0
374;;Pirenopolis;9;16;12;12;10;17;274;4;4;26;8;4;12;20;2;12;85;22;16;6;15;0;1;0;2;0;0;0;0
373;;Pirenopolis;8;16;11;12;9;15;244;NA;NA;36;11;3;14;22;4;13;85;21;18;7;NA;1;2;0;0;0;0;0;0
384;;Pirenopolis;9;16;10;9;10;15;248;NA;NA;29;10;3;13;21;3;12;77;19;17;NA;NA;1;2;0;0;0;0;0;NA
301;;Pirenopolis;8;16;10;12;10;16;271;NA;NA;27;11;3;12;20;4;13;84;21;17;NA;NA;0;1;1;0;0;0;0;NA
379;;Pirenopolis;9;16;12;12;10;16;290;NA;NA;38;13;4;12;22;4;14;82;22;17;6;NA;1;2;0;0;0;0;0;0
380;;Pirenopolis;8;16;11;12;11;16;256;NA;NA;33;9;3;12;21;4;12;84;19;17;NA;NA;1;2;0;0;0;0;0;NA
388;;Pirenopolis;9;15;12;10;9;17;248;4;4;25;8;5;14;22;1;14;77;18;16;4;NA;0;2;0;0;0;0;0;0
292;;Pirenopolis;8;15;10;11;10;15;243;6;5;33;11;4;12;22;4;11;81;19;17;5;NA;1;1;1;0;0;0;0;0
387;;Pirenopolis;8;16;12;11;10;15;255;NA;6;27;12;4;14;19;6;13;86;20;16;7;NA;1;2;0;0;0;0;0;0
311;;Pirenopolis;8;15;11;10;9;15;250;6;5;31;10;4;16;22;3;13;78;22;16;5;14;0;2;1;2;0;0;0;0
93;;Pirenopolis;9;15;11;11;10;16;267;NA;NA;31;7;3;12;20;3;13;81;20;17;NA;NA;0;2;0;0;0;0;0;NA
396;;Pirenopolis;9;16;10;12;10;16;238;3;3;32;9;4;12;20;3;12;78;19;17;7;14;1;2;1;2;0;0;0;0
310;;Pirenopolis;8;17;13;12;10;15;267;4;5;25;10;5;12;20;2;13;85;21;17;9;NA;1;1;1;0;0;0;0;0
307;;Pirenopolis;9;13;11;11;10;17;271;4;4;32;11;5;13;18;6;12;84;20;17;6;NA;1;1;0;0;0;0;0;0
294;;Pirenopolis;8;15;13;11;10;15;268;NA;NA;24;12;6;12;20;2;15;81;22;16;NA;NA;1;2;0;0;0;0;0;NA
389;;Pirenopolis;9;16;11;13;10;16;264;6;7;33;10;5;13;21;5;12;75;21;16;8;NA;1;2;0;0;1;0;0;0
392;;Pirenopolis;8;16;10;10;8;17;265;5;7;40;13;5;12;20;5;12;84;21;15;8;17;0;2;0;0;0;0;0;0
309;;Pirenopolis;10;16;12;12;10;15;279;NA;NA;29;10;4;13;21;2;13;82;20;17;NA;NA;1;2;1;0;0;0;0;NA
314;;Pirenopolis;9;15;13;11;8;14;261;NA;NA;34;10;4;14;22;6;12;84;22;15;NA;NA;1;2;0;0;0;0;0;0
304;;Pirenopolis;9;16;11;9;12;14;268;4;3;39;11;5;12;22;3;13;83;22;16;6;13;1;2;0;0;0;0;0;0
302;;Pirenopolis;8;15;11;12;10;16;283;NA;5;31;11;5;13;22;2;13;84;21;16;7;NA;1;2;0;0;0;0;0;0
95;;Pirenopolis;10;18;10;12;10;16;282;5;4;35;8;4;12;21;5;12;89;22;16;10;NA;0;2;1;0;0;0;0;0
308;;Pirenopolis;9;15;13;11;10;16;254;3;2;27;11;5;13;22;3;12;83;19;17;NA;NA;1;2;0;0;0;0;0;0
390;;Pirenopolis;10;16;13;13;11;17;266;NA;NA;28;9;5;12;20;5;13;82;21;18;4;1;2;0;0;0;0;0;0;NA
306;;Pirenopolis;9;17;11;11;10;16;258;4;4;37;10;5;12;20;3;12;81;21;17;6;NA;1;2;0;0;0;0;0;0
376;;Pirenopolis;10;17;12;12;10;16;262;3;3;36;10;4;14;22;4;13;90;22;17;9;NA;1;1;1;0;0;0;0;0
313;;Pirenopolis;9;16;10;12;10;17;248;5;3;31;10;6;12;21;2;12;81;20;16;5;NA;1;2;0;0;0;0;0;0
298;;Pirenopolis;8;17;12;12;11;16;NA;NA;NA;27;10;5;13;21;5;12;90;21;17;NA;NA;1;2;0;0;0;0;0;NA
303;;Pirenopolis;10;18;10;12;9;16;252;NA;NA;34;12;5;12;20;2;12;89;21;17;NA;NA;0;1;1;0;0;0;0;0
381;;Pirenopolis;8;18;11;12;10;16;241;NA;NA;30;11;4;13;21;6;12;87;20;17;NA;NA;1;2;0;2;0;0;0;0
378;;Pirenopolis;9;15;11;12;10;18;290;6;5;35;12;5;14;20;5;12;86;20;16;8;NA;1;2;0;0;0;0;0;0
395;;Pirenopolis;10;16;11;10;10;15;NA;5;3;NA;10;5;12;20;4;14;87;21;17;11;NA;1;2;0;0;0;0;0;0
398;;Pirenopolis;9;14;12;11;10;14;241;5;4;36;11;5;12;20;6;12;85;20;16;7;NA;1;2;0;0;0;0;0;0
383;;Pirenopolis;8;14;11;10;8;15;259;NA;NA;34;10;5;12;21;3;12;84;20;16;NA;NA;1;2;0;0;0;0;0;NA
397;;Pirenopolis;8;18;13;12;8;16;251;NA;NA;25;9;4;11;22;3;12;79;19;17;NA;NA;1;2;0;2;0;0;0;0
305;;Pirenopolis;10;19;10;13;10;15;252;NA;NA;NA;10;4;12;20;5;11;74;20;17;NA;NA;1;2;0;0;0;0;0;0
300;;Pirenopolis;9;15;11;10;10;15;274;NA;NA;33;11;4;12;22;3;12;83;19;17;6;NA;0;2;0;2;0;0;0;0
96;;Pirenopolis;9;15;11;12;8;16;234;5;4;34;12;5;12;19;3;14;90;20;17;6;16;1;2;0;2;1;0;0;0
394;;Pirenopolis;9;16;11;12;10;15;NA;4;3;NA;NA;4;12;NA;5;13;78;21;17;5;NA;1;2;0;2;1;0;0;0
382;;Pirenopolis;8;15;11;12;10;16;NA;NA;3;NA;NA;NA;12;20;2;11;90;22;16;7;NA;1;2;0;0;0;0;0;0
399;;Pirenopolis;9;15;13;10;10;17;240;NA;NA;33;11;3;12;19;4;13;88;19;17;NA;NA;1;2;0;0;0;0;0;NA
89;;Pirenopolis;8;15;10;11;9;17;254;NA;5;33;11;4;12;19;4;12;89;20;16;7;NA;1;2;0;2;0;0;0;0
35225;;SaoDomingos;7;16;11;10;8;17;255;NA;NA;46;10;4;14;21;7;13;75;19;15;NA;NA;0;1;1;0;0;0;1;NA
33556;;SaoDomingos;8;15;10;12;10;17;239;6;4;48;9;3;15;20;7;13;72;17;16;6;NA;0;1;1;0;0;0;1;0
33566;;SaoDomingos;8;18;9;10;8;17;272;4;4;44;11;2;14;21;8;13;79;19;15;8;NA;0;1;1;2;0;0;1;0
35215;;SaoDomingos;7;15;10;10;8;17;247;NA;NA;41;11;4;14;19;5;13;72;19;17;7;NA;0;1;1;0;0;0;2;NA
35233;;SaoDomingos;8;17;11;13;12;16;228;NA;NA;29;9;2;15;20;3;14;77;20;16;9;NA;1;2;1;0;0;0;0;NA
37141;;SaoDomingos;7;16;10;10;10;17;NA;NA;4;NA;10;4;13;19;5;13;NA;19;15;6;NA;1;2;0;0;0;0;1;0
33538;;SaoDomingos;8;16;11;11;10;16;252;NA;NA;46;10;3;14;22;7;12;79;18;14;NA;NA;1;1;1;0;0;0;2;NA
33565;;SaoDomingos;9;16;10;10;9;17;258;NA;NA;43;11;2;13;18;6;13;NA;18;16;NA;NA;0;1;1;0;0;0;1;NA
35207;;SaoDomingos;9;19;13;13;10;14;229;6;5;30;10;3;14;21;3;13;69;17;15;6;NA;0;1;1;2;0;0;0;0
35228;;SaoDomingos;9;15;12;13;10;16;223;6;4;28;10;3;14;19;5;11;69;17;14;8;NA;0;2;0;0;0;0;1;0
35218;;SaoDomingos;7;16;12;12;10;16;236;6;4;30;6;3;14;21;3;15;80;21;15;7;11;0;0;1;2;0;0;1;0
35209;;SaoDomingos;7;13;9;10;10;17;252;NA;5;38;9;2;14;21;5;13;68;19;15;6;NA;0;1;1;0;0;0;1;0
37152;;SaoDomingos;8;19;11;12;10;16;225;6;4;36;11;4;14;20;4;12;77;19;14;6;NA;0;1;0;2;0;0;1;0
43927;;SaoDomingos;9;16;10;12;10;17;226;6;5;30;8;4;15;19;4;13;70;19;16;6;NA;0;2;1;0;0;0;1;0
37146;;SaoDomingos;8;16;11;12;9;15;221;NA;NA;38;9;3;15;18;3;11;72;18;14;NA;NA;0;2;0;0;0;0;1;NA
43932;;SaoDomingos;8;17;11;12;10;15;220;3;4;32;7;3;13;16;4;13;75;19;16;5;NA;0;2;0;0;0;0;0;0
43930;;SaoDomingos;9;16;11;14;11;16;221;5;4;34;8;2;16;20;4;15;75;18;16;6;NA;0;2;0;0;0;0;0;0
33574;;SaoDomingos;7;16;11;12;10;16;250;NA;NA;38;8;2;14;21;8;12;71;22;15;8;NA;0;2;0;2;0;0;1;0
33543;;SaoDomingos;7;16;11;11;10;15;273;8;4;42;8;2;14;20;5;12;67;19;15;6;13;0;1;1;0;0;0;1;0
43924;;SaoDomingos;7;15;11;12;10;15;266;8;4;38;10;4;14;20;5;13;84;20;14;7;16;0;2;1;0;1;0;0;0
33554;;SaoDomingos;9;17;11;12;10;14;257;NA;NA;39;10;3;14;21;6;12;81;20;16;NA;NA;1;2;0;2;0;0;1;NA
35217;;SaoDomingos;9;16;12;13;10;15;242;NA;4;33;10;4;16;21;2;15;78;19;17;5;NA;0;2;0;2;0;0;1;0
43922;;SaoDomingos;8;15;10;11;8;13;258;6;3;40;10;4;15;20;8;13;76;18;16;5;12;0;1;1;2;0;0;0;0
35196;;SaoDomingos;9;18;11;12;10;15;265;6;4;29;11;4;16;20;3;13;72;20;15;8;NA;1;2;0;0;0;0;1;0
43923;;SaoDomingos;8;18;11;11;10;15;264;7;4;42;11;5;14;22;5;13;82;21;16;6;NA;1;1;1;2;0;0;0;0
33560;;SaoDomingos;7;14;10;11;10;14;249;NA;NA;42;12;4;12;21;7;12;74;18;15;NA;NA;0;1;1;0;0;0;1;NA
37157;;SaoDomingos;8;17;11;12;10;15;236;NA;NA;31;8;2;15;20;4;12;69;19;15;NA;NA;1;2;1;0;0;0;0;NA
37156;;SaoDomingos;8;16;9;12;10;14;252;6;4;30;9;2;14;20;3;12;69;20;15;6;NA;0;1;1;0;0;0;1;0
37149;;SaoDomingos;9;15;12;10;8;15;257;6;4;35;9;4;14;20;6;13;76;21;15;6;12;1;1;0;0;0;0;1;0
37155;;SaoDomingos;8;16;9;11;10;15;NA;NA;NA;NA;NA;NA;NA;NA;3;12;NA;20;16;NA;NA;0;1;1;0;0;0;1;NA
37158;;SaoDomingos;8;16;11;12;11;15;266;NA;4;35;0;0;14;18;5;13;79;21;17;6;NA;1;0;0;0;0;1;1;0
37151;;SaoDomingos;7;15;11;14;11;15;258;4;4;28;10;2;16;18;5;13;79;20;17;6;13;0;2;0;0;0;0;1;0
37150;;SaoDomingos;7;16;11;12;10;15;255;NA;NA;39;13;5;14;21;8;12;83;22;15;7;NA;0;1;1;0;0;0;1;0
35229;;SaoDomingos;8;16;12;13;10;14;244;NA;4;35;8;2;16;21;3;11;78;21;15;7;NA;0;2;0;2;0;0;1;NA
43929;;SaoDomingos;8;18;10;11;9;15;NA;7;4;NA;9;5;14;21;7;13;72;18;NA;4;NA;0;1;1;0;0;0;1;0
37143;;SaoDomingos;8;17;11;12;10;15;238;4;3;NA;NA;NA;NA;NA;2;13;82;23;16;4;NA;0;2;1;0;0;0;1;0
35208;;SaoDomingos;8;16;11;13;11;13;248;NA;NA;42;12;4;14;19;6;13;74;21;NA;NA;NA;0;1;1;0;0;0;1;NA
35223;;SaoDomingos;7;17;10;13;11;15;270;5;5;32;9;3;14;19;4;13;82;20;15;5;NA;0;2;0;0;0;0;0;0
